movie,original_title,genres,directors,production_budget,domestic_gross,worldwide_gross,TN_year,TN_month
Knight and Day,Knight and Day,"Action,Adventure,Comedy",nm0003506,117000000.0,76423035.0,258751370.0,2010,Jun
Venom,Venom,"Action,Sci-Fi,Thriller",nm0281508,116000000.0,213511408.0,853628605.0,2018,Oct
Venom,Venom,Thriller,nm2996658,116000000.0,213511408.0,853628605.0,2018,Oct
The Wolverine,The Wolverine,"Action,Adventure,Sci-Fi",nm0003506,115000000.0,132556852.0,416456852.0,2013,Jul
Gulliver's Travels,Gulliver's Travels,"Adventure,Comedy,Family",nm1224299,112000000.0,42779261.0,232017848.0,2010,Dec
Ferdinand,Ferdinand,"Adventure,Animation,Comedy",nm0757858,111000000.0,84410380.0,289847930.0,2017,Dec
Deadpool 2,Deadpool 2,"Action,Adventure,Comedy",nm0500610,110000000.0,324591735.0,786680557.0,2018,May
Gravity,Gravity,"Drama,Sci-Fi,Thriller",nm0190859,110000000.0,274092705.0,693698673.0,2013,Oct
San Andreas,San Andreas,"Action,Adventure,Drama",nm0679031,110000000.0,155190832.0,456258539.0,2015,May
The Smurfs,The Smurfs,"Adventure,Animation,Comedy",nm0331532,110000000.0,142614158.0,563749323.0,2011,Jul
300: Rise of an Empire,300: Rise of an Empire,"Action,Fantasy,War",nm1729171,110000000.0,106580051.0,330780051.0,2014,Mar
Passengers,Passengers,"Drama,Romance,Sci-Fi",nm0878763,110000000.0,100014699.0,302239672.0,2016,Dec
The Green Hornet,The Green Hornet,"Action,Comedy,Crime",nm0327273,110000000.0,98780042.0,229155503.0,2011,Jan
Real Steel,Real Steel,"Action,Drama,Family",nm0506613,110000000.0,85463309.0,263880341.0,2011,Oct
The A-Team,The A-Team,"Action,Adventure,Thriller",nm0138620,110000000.0,77222099.0,177241171.0,2010,Jun
The Smurfs 2,The Smurfs 2,"Adventure,Animation,Comedy",nm0331532,110000000.0,71017784.0,348547523.0,2013,Jul
Ender's Game,Ender's Game,"Action,Adventure,Fantasy",nm0004303,110000000.0,61737191.0,127983283.0,2013,Nov
Ghost in the Shell,Ghost in the Shell,"Action,Drama,Sci-Fi",nm2782185,110000000.0,40563557.0,167910690.0,2017,Mar
Men in Black: International,Men in Black: International,"Action,Adventure,Comedy",nm0336620,110000000.0,3100000.0,3100000.0,2019,Jun
The Martian,The Martian,"Adventure,Drama,Sci-Fi",nm0000631,108000000.0,228433663.0,655271443.0,2015,Oct
Allied,Allied,"Action,Drama,Romance",nm0000709,106000000.0,40098064.0,119266661.0,2016,Nov
Ice Age: Collision Course,Ice Age: Collision Course,"Adventure,Animation,Comedy","nm0862211,nm1154886",105000000.0,64063008.0,402156682.0,2016,Jul
Kingsman: The Golden Circle,Kingsman: The Golden Circle,"Action,Adventure,Comedy",nm0891216,104000000.0,100234838.0,408803696.0,2017,Sep
A Wrinkle in Time,A Wrinkle in Time,"Adventure,Family,Fantasy",nm1148550,103000000.0,100478608.0,133401882.0,2018,Mar
Bumblebee,Bumblebee,"Action,Adventure,Sci-Fi",nm1325899,102000000.0,127195589.0,465195589.0,2018,Dec
Cloud Atlas,Cloud Atlas,"Action,Drama,Mystery","nm0878756,nm0905152,nm0905154",102000000.0,27108272.0,130673154.0,2012,Oct
Django Unchained,Django Unchained,"Drama,Western",nm0000233,100000000.0,162805434.0,449948323.0,2012,Dec
Little Fockers,Little Fockers,"Comedy,Romance",nm0919369,100000000.0,148438600.0,310650574.0,2010,Dec
The Other Guys,The Other Guys,"Action,Comedy,Crime",nm0570912,100000000.0,119219978.0,170936470.0,2010,Aug
The Wolf of Wall Street,The Wolf of Wall Street,"Biography,Crime,Drama",nm0000217,100000000.0,116900694.0,389870414.0,2013,Dec
Epic,Epic,"Adventure,Animation,Family",nm0917188,100000000.0,107518682.0,262794441.0,2013,May
The Expendables 2,The Expendables 2,"Action,Adventure,Thriller",nm0922346,100000000.0,85028192.0,311979256.0,2012,Aug
Hercules,Hercules,"Action,Adventure,Fantasy",nm0711840,100000000.0,72688614.0,243388614.0,2014,Jul
Hercules,Hercules,Comedy,"nm1387145,nm1136348",100000000.0,72688614.0,243388614.0,2014,Jul
The Tourist,The Tourist,"Action,Adventure,Thriller",nm0003697,100000000.0,67631157.0,278731369.0,2010,Dec
Legend of the Guardians: The Owls of Ga'Hoole,Legend of the Guardians: The Owls of Ga'Hoole,"Action,Adventure,Animation",nm0811583,100000000.0,55675313.0,139716717.0,2010,Sep
Wonder Park,Wonder Park,"Adventure,Animation,Comedy",nm0113477,100000000.0,45216793.0,115149422.0,2019,Mar
The Expendables 3,The Expendables 3,"Action,Adventure,Thriller",nm0400850,100000000.0,39322544.0,209461378.0,2014,Aug
Green Zone,Green Zone,"Action,Drama,Thriller",nm0339030,100000000.0,35497337.0,97523020.0,2010,Mar
Geostorm,Geostorm,"Action,Sci-Fi,Thriller",nm0002041,100000000.0,33700160.0,220796009.0,2017,Oct
Point Break,Point Break,"Action,Crime,Sport",nm0179697,100000000.0,28782481.0,126704591.0,2015,Dec
In the Heart of the Sea,In the Heart of the Sea,"Action,Adventure,Biography",nm0000165,100000000.0,25020758.0,89693309.0,2015,Dec
Transcendence,Transcendence,"Action,Drama,Sci-Fi",nm0002892,100000000.0,23022309.0,103039258.0,2014,Apr
Transcendence,Transcendence,Drama,nm1747993,100000000.0,23022309.0,103039258.0,2014,Apr
Mortal Engines,Mortal Engines,"Action,Adventure,Fantasy",nm0729514,100000000.0,15951040.0,85287417.0,2018,Dec
The Peanuts Movie,The Peanuts Movie,"Adventure,Animation,Comedy",nm0553942,99000000.0,130178411.0,250091610.0,2015,Nov
Robin Hood,Robin Hood,"Action,Adventure,Drama",nm0000631,99000000.0,30824628.0,84747441.0,2018,Nov
Robin Hood,Robin Hood,"Action,Adventure,History",nm9199495,99000000.0,30824628.0,84747441.0,2018,Nov
Robin Hood,Robin Hood,"Action,Adventure,Thriller",nm1163264,99000000.0,30824628.0,84747441.0,2018,Nov
Robin Hood,Robin Hood,"Action,Drama",nm2347483,99000000.0,30824628.0,84747441.0,2018,Nov
Alien: Covenant,Alien: Covenant,"Horror,Sci-Fi,Thriller",nm0000631,97000000.0,74262031.0,238521247.0,2017,May
Cinderella,Cinderella,"Comedy,Fantasy",nm0134224,95000000.0,201151353.0,534551353.0,2015,Mar
Cinderella,Cinderella,Drama,nm10079112,95000000.0,201151353.0,534551353.0,2015,Mar
Cinderella,Cinderella,"Drama,Family,Fantasy",nm0000110,95000000.0,201151353.0,534551353.0,2015,Mar
Cinderella,Cinderella,Fantasy,nm7633075,95000000.0,201151353.0,534551353.0,2015,Mar
Cinderella,Cinderella,Music,nm2830785,95000000.0,201151353.0,534551353.0,2015,Mar
Cinderella,Cinderella,Musical,"nm1659799,nm7476226",95000000.0,201151353.0,534551353.0,2015,Mar
Cinderella,Cinderella,Musical,nm2502689,95000000.0,201151353.0,534551353.0,2015,Mar
Ice Age: Continental Drift,Ice Age: Continental Drift,"Adventure,Animation,Comedy","nm0862211,nm0553942",95000000.0,161321843.0,879765137.0,2012,Jul
Sex and the City 2,Sex and the City 2,"Comedy,Drama,Romance",nm0455078,95000000.0,95347692.0,294680778.0,2010,May
Percy Jackson & the Olympians: The Lightning Thief,Percy Jackson & the Olympians: The Lightning Thief,"Adventure,Family,Fantasy",nm0001060,95000000.0,88768303.0,223050874.0,2010,Feb
The Campaign,The Campaign,Comedy,nm0005366,95000000.0,86907746.0,104907746.0,2012,Aug
The Campaign,The Campaign,Documentary,nm1001042,95000000.0,86907746.0,104907746.0,2012,Aug
Unstoppable,Unstoppable,"Action,Thriller",nm0001716,95000000.0,81562942.0,165720921.0,2010,Nov
Unstoppable,Unstoppable,"Biography,Documentary,History",nm2142215,95000000.0,81562942.0,165720921.0,2010,Nov
Unstoppable,Unstoppable,Documentary,,95000000.0,81562942.0,165720921.0,2010,Nov
Unstoppable,Unstoppable,Documentary,nm0229544,95000000.0,81562942.0,165720921.0,2010,Nov
Unstoppable,Unstoppable,Documentary,nm0932216,95000000.0,81562942.0,165720921.0,2010,Nov
Unstoppable,Unstoppable,Documentary,nm4050625,95000000.0,81562942.0,165720921.0,2010,Nov
Ben-Hur,Ben-Hur,"Action,Adventure,Drama",nm0067457,95000000.0,26410477.0,91669648.0,2016,Aug
Seventh Son,Seventh Son,"Action,Adventure,Fantasy",nm0091076,95000000.0,17725785.0,108874967.0,2015,Feb
Kingsman: The Secret Service,Kingsman: The Secret Service,"Action,Adventure,Comedy",nm0891216,94000000.0,128261724.0,404561724.0,2015,Feb
Rise of the Planet of the Apes,Rise of the Planet of the Apes,"Action,Drama,Sci-Fi",nm1012501,93000000.0,176760185.0,470986200.0,2011,Aug
A Good Day to Die Hard,A Good Day to Die Hard,"Action,Thriller",nm0601382,92000000.0,67349198.0,304249198.0,2013,Feb
The Secret Life of Walter Mitty,The Secret Life of Walter Mitty,"Adventure,Comedy,Drama",nm0001774,91000000.0,58236838.0,187861183.0,2013,Dec
Jumanji: Welcome to the Jungle,Jumanji: Welcome to the Jungle,"Action,Adventure,Comedy",nm0440458,90000000.0,404508916.0,964496193.0,2017,Dec
Rio,Rio,"Adventure,Animation,Comedy",nm0757858,90000000.0,143619809.0,487519809.0,2011,Apr
Rio,Rio,Documentary,nm1637813,90000000.0,143619809.0,487519809.0,2011,Apr
Rio,Rio,Drama,"nm5242917,nm6165221,nm2662431",90000000.0,143619809.0,487519809.0,2011,Apr
The Girl with the Dragon Tattoo,The Girl with the Dragon Tattoo,"Crime,Drama,Mystery",nm0000399,90000000.0,102515793.0,239373970.0,2011,Dec
The Magnificent Seven,The Magnificent Seven,"Action,Adventure,Western",nm0298807,90000000.0,93432655.0,162525156.0,2016,Sep
Alvin and the Chipmunks: The Road Chip,Alvin and the Chipmunks: The Road Chip,"Adventure,Animation,Comedy",nm0065608,90000000.0,85886987.0,249517956.0,2015,Dec
Pixels,Pixels,"Action,Comedy,Sci-Fi",nm0001060,90000000.0,78765986.0,244041804.0,2015,Jul
Percy Jackson: Sea of Monsters,Percy Jackson: Sea of Monsters,"Adventure,Family,Fantasy",nm0294457,90000000.0,68559554.0,200859554.0,2013,Aug
Now You See Me 2,Now You See Me 2,"Action,Adventure,Comedy",nm0160840,90000000.0,65075540.0,328325007.0,2016,Jun
Tomb Raider,Tomb Raider,"Action,Adventure,Fantasy",nm1012385,90000000.0,58250803.0,273477501.0,2018,Mar
Conan the Barbarian,Conan the Barbarian,"Action,Adventure,Fantasy",nm1197971,90000000.0,21295021.0,63356133.0,2011,Aug
The Three Musketeers,The Three Musketeers,"Action,Adventure,Romance",nm0027271,90000000.0,20377913.0,139877913.0,2011,Oct
The Promise,The Promise,Action,,90000000.0,8224288.0,10551417.0,2017,Apr
The Promise,The Promise,Comedy,"nm5061460,nm5061055",90000000.0,8224288.0,10551417.0,2017,Apr
The Promise,The Promise,"Comedy,Drama,Romance",nm8492670,90000000.0,8224288.0,10551417.0,2017,Apr
The Promise,The Promise,Documentary,nm2455958,90000000.0,8224288.0,10551417.0,2017,Apr
The Promise,The Promise,Drama,nm8492670,90000000.0,8224288.0,10551417.0,2017,Apr
The Promise,The Promise,Drama,nm8492670,90000000.0,8224288.0,10551417.0,2017,Apr
The Promise,The Promise,"Drama,History",nm0313623,90000000.0,8224288.0,10551417.0,2017,Apr
The Promise,The Promise,Thriller,nm8446571,90000000.0,8224288.0,10551417.0,2017,Apr
The Nutcracker in 3D,The Nutcracker in 3D,"Action,Family,Fantasy",nm0464846,90000000.0,195459.0,20466016.0,2010,Nov
The Predator,The Predator,"Action,Adventure,Sci-Fi",nm0000948,88000000.0,51024708.0,159487563.0,2018,Sep
Divergent,Divergent,"Action,Adventure,Mystery",nm1139726,85000000.0,150947895.0,276014965.0,2014,Mar
Hotel Transylvania,Hotel Transylvania,"Animation,Comedy,Family",nm0850733,85000000.0,148313048.0,378505812.0,2012,Sep
Shazam!,Shazam!,"Action,Adventure,Comedy",nm2497546,85000000.0,139606856.0,362899733.0,2019,Apr
Safe House,Safe House,Action,,85000000.0,126181630.0,208542162.0,2012,Feb
Safe House,Safe House,"Action,Adventure,Crime",nm1174251,85000000.0,126181630.0,208542162.0,2012,Feb
Safe House,Safe House,Horror,,85000000.0,126181630.0,208542162.0,2012,Feb
Tower Heist,Tower Heist,"Action,Comedy,Crime",nm0711840,85000000.0,78046570.0,150422946.0,2011,Nov
Mirror Mirror,Mirror Mirror,"Adventure,Comedy,Drama",nm0802248,85000000.0,64935167.0,173613482.0,2012,Mar
Arthur Christmas,Arthur Christmas,"Adventure,Animation,Comedy","nm0809877,nm0176905",85000000.0,46462469.0,149717124.0,2011,Nov
xXx: Return of Xander Cage,xXx: Return of Xander Cage,"Action,Adventure,Thriller",nm0142286,85000000.0,44898413.0,345033359.0,2017,Jan
Cats & Dogs: The Revenge of Kitty Galore,Cats & Dogs: The Revenge of Kitty Galore,"Action,Comedy,Family",nm0679031,85000000.0,43585753.0,113026383.0,2010,Jul
The Greatest Showman,The Greatest Showman,"Biography,Drama,Musical",nm1243905,84000000.0,174340174.0,386665550.0,2017,Dec
RED 2,RED 2,"Action,Comedy,Crime",nm0661751,84000000.0,53262560.0,141507355.0,2013,Jul
The Expendables,The Expendables,"Action,Adventure,Thriller",nm0000230,82000000.0,103068524.0,268268174.0,2010,Aug
The Hunger Games,The Hunger Games,"Action,Adventure,Sci-Fi",nm0002657,80000000.0,408010692.0,677923379.0,2012,Mar
The Hangover Part II,The Hangover Part II,"Comedy,Mystery",nm0680846,80000000.0,254464305.0,586464305.0,2011,May
The Lego Batman Movie,The Lego Batman Movie,"Action,Animation,Comedy",nm0003021,80000000.0,175750384.0,310660018.0,2017,Feb
Hotel Transylvania 2,Hotel Transylvania 2,"Animation,Comedy,Family",nm0850733,80000000.0,169700110.0,469500298.0,2015,Sep
Grown Ups 2,Grown Ups 2,Comedy,nm0240797,80000000.0,133668525.0,247023808.0,2013,Jul
Alvin and the Chipmunks: Chipwrecked,Alvin and the Chipmunks: Chipwrecked,"Adventure,Animation,Comedy",nm0593610,80000000.0,133107389.0,349088523.0,2011,Dec
Shutter Island,Shutter Island,"Mystery,Thriller",nm0000217,80000000.0,128012934.0,299461782.0,2010,Feb
Yogi Bear,Yogi Bear,"Adventure,Animation,Comedy",nm0108094,80000000.0,100246011.0,204774690.0,2010,Dec
The Book of Eli,The Book of Eli,"Action,Adventure,Drama","nm0400436,nm0400441",80000000.0,94835059.0,158750817.0,2010,Jan
Fury,Fury,"Action,Drama,War",nm0043742,80000000.0,85817906.0,210315681.0,2014,Oct
Smallfoot,Smallfoot,"Adventure,Animation,Comedy","nm0456732,nm1134222",80000000.0,83240103.0,213691277.0,2018,Sep
Zookeeper,Zookeeper,"Comedy,Family,Romance",nm0178997,80000000.0,80360866.0,170805525.0,2011,Jul
The Secret Life of Pets 2,The Secret Life of Pets 2,"Adventure,Animation,Comedy","nm3646390,nm0719208",80000000.0,63795655.0,113351496.0,2019,Jun
The Last Witch Hunter,The Last Witch Hunter,"Action,Adventure,Fantasy",nm0252135,80000000.0,27367660.0,130818912.0,2015,Oct
Pompeii,Pompeii,"Action,Adventure,Drama",nm0027271,80000000.0,23169033.0,108469033.0,2014,Feb
Journey 2: The Mysterious Island,Journey 2: The Mysterious Island,"Action,Adventure,Comedy",nm0679031,79000000.0,103860290.0,318146162.0,2012,Feb
Jack and Jill,Jack and Jill,Comedy,nm0240797,79000000.0,74158157.0,150519217.0,2011,Nov
Cloudy with a Chance of Meatballs 2,Cloudy with a Chance of Meatballs 2,"Adventure,Animation,Comedy","nm0970606,nm2329165",78000000.0,119793567.0,274392649.0,2013,Sep
The Little Prince,The Little Prince,Action,nm8658796,77500000.0,1311213.0,102028919.0,2016,Feb
The Little Prince,The Little Prince,Documentary,nm7831735,77500000.0,1311213.0,102028919.0,2016,Feb
The Equalizer 2,The Equalizer 2,"Action,Crime,Thriller",nm0298807,77000000.0,102084362.0,190453132.0,2018,Jul
Despicable Me 2,Despicable Me 2,"Adventure,Animation,Comedy","nm1853544,nm0719208",76000000.0,368065385.0,975216835.0,2013,Jul
The Secret Life of Pets,The Secret Life of Pets,"Adventure,Animation,Comedy","nm0719208,nm0155528",75000000.0,368384330.0,886750534.0,2016,Jul
Sing,Sing,"Animation,Comedy,Family","nm2888554,nm1134029",75000000.0,270329045.0,634454789.0,2016,Dec
Despicable Me 3,Despicable Me 3,"Adventure,Animation,Comedy","nm0049633,nm3210494,nm1853544",75000000.0,264624300.0,1034727750.0,2017,Jun
Grown Ups,Grown Ups,Comedy,nm0240797,75000000.0,162001186.0,272223430.0,2010,Jun
Now You See Me,Now You See Me,"Crime,Mystery,Thriller",nm0504642,75000000.0,117723989.0,342769200.0,2013,May
Now You See Me,Now You See Me,"Drama,Horror,Thriller",nm5428973,75000000.0,117723989.0,342769200.0,2013,May
Christopher Robin,Christopher Robin,"Adventure,Animation,Comedy",nm0286975,75000000.0,99215042.0,197504758.0,2018,Aug
Immortals,Immortals,"Action,Drama,Fantasy",nm0802248,75000000.0,83504017.0,211562435.0,2011,Nov
Killers,Killers,"Action,Comedy,Romance",nm0525659,75000000.0,47059963.0,95572749.0,2010,Jun
Killers,Killers,"Action,Crime,Drama","nm3464186,nm3125415",75000000.0,47059963.0,95572749.0,2010,Jun
Sucker Punch,Sucker Punch,"Action,Adventure,Fantasy",nm0811583,75000000.0,36392502.0,89758389.0,2011,Mar
Inferno,Inferno,"Action,Adventure,Crime",nm0000165,75000000.0,34343574.0,219519367.0,2016,Oct
Inferno,Inferno,Documentary,nm10577291,75000000.0,34343574.0,219519367.0,2016,Oct
Inferno,Inferno,Drama,nm1628186,75000000.0,34343574.0,219519367.0,2016,Oct
Inferno,Inferno,Horror,nm5538057,75000000.0,34343574.0,219519367.0,2016,Oct
Minions,Minions,"Adventure,Animation,Comedy","nm1853544,nm0049633",74000000.0,336045770.0,1160336173.0,2015,Jul
The SpongeBob Movie: Sponge Out of Water,The SpongeBob Movie: Sponge Out of Water,"Adventure,Animation,Comedy","nm0593610,nm1196684",74000000.0,162994032.0,311013181.0,2015,Feb
Olympus Has Fallen,Olympus Has Fallen,"Action,Thriller",nm0298807,70000000.0,98927592.0,172878928.0,2013,Mar
War Horse,War Horse,"Drama,History,War",nm0000229,70000000.0,79883359.0,156815529.0,2011,Dec
The Monuments Men,The Monuments Men,"Comedy,Drama,History",nm0000123,70000000.0,78031620.0,158702748.0,2014,Feb
Storks,Storks,"Adventure,Animation,Comedy","nm0842339,nm0831557",70000000.0,72679278.0,183353431.0,2016,Sep
The Lego Ninjago Movie,The Lego Ninjago Movie,"Action,Adventure,Animation","nm0063769,nm0279729,nm0517517",70000000.0,59281555.0,122737201.0,2017,Sep
Dracula Untold,Dracula Untold,"Action,Drama,Fantasy",nm2411495,70000000.0,55991880.0,220241723.0,2014,Oct
The Dilemma,The Dilemma,"Comedy,Drama",nm0000165,70000000.0,48475290.0,70546865.0,2011,Jan
Rock of Ages,Rock of Ages,"Comedy,Drama,Musical",nm0788202,70000000.0,38518613.0,61031932.0,2012,Jun
The Finest Hours,The Finest Hours,"Action,Drama,History",nm0318916,70000000.0,27569558.0,49252761.0,2016,Jan
Escape Plan,Escape Plan,"Action,Crime,Mystery",nm0405632,70000000.0,25135965.0,103735965.0,2013,Oct
Killer Elite,Killer Elite,"Action,Crime,Thriller",nm1834213,70000000.0,25124986.0,65409046.0,2011,Sep
The Legend of Hercules,The Legend of Hercules,"Action,Adventure,Fantasy",nm0001317,70000000.0,18848538.0,58953319.0,2014,Jan
Blackhat,Blackhat,"Action,Crime,Thriller",nm0000520,70000000.0,8005980.0,19665004.0,2015,Jan
Despicable Me,Despicable Me,"Animation,Comedy,Family","nm1853544,nm0719208",69000000.0,251513985.0,543464573.0,2010,Jul
Dinner for Schmucks,Dinner for Schmucks,Comedy,nm0005366,69000000.0,73026337.0,86796502.0,2010,Jul
Red Sparrow,Red Sparrow,"Action,Drama,Thriller",nm1349376,69000000.0,46874505.0,145951861.0,2018,Mar
The Twilight Saga: Eclipse,The Twilight Saga: Eclipse,"Adventure,Drama,Fantasy",nm1720541,68000000.0,300531751.0,706102828.0,2010,Jun
Ted 2,Ted 2,Comedy,nm0532235,68000000.0,81476385.0,217214143.0,2015,Jun
Hall Pass,Hall Pass,"Comedy,Romance","nm0268370,nm0268380",68000000.0,45060734.0,87173475.0,2011,Feb
Downsizing,Downsizing,"Drama,Sci-Fi",nm0668247,68000000.0,24449754.0,54462971.0,2017,Dec
Abraham Lincoln: Vampire Hunter,Abraham Lincoln: Vampire Hunter,"Action,Fantasy,Horror",nm0067457,67500000.0,37519139.0,137489730.0,2012,Jun
Need for Speed,Need for Speed,"Action,Crime,Thriller",nm0915304,66000000.0,43568507.0,194169619.0,2014,Mar
Lincoln,Lincoln,"Biography,Documentary,History",nm6509691,65000000.0,182207973.0,273346281.0,2012,Nov
Lincoln,Lincoln,"Biography,Drama,History",nm0000229,65000000.0,182207973.0,273346281.0,2012,Nov
Hotel Transylvania 3: Summer Vacation,Hotel Transylvania 3: Summer Vacation,"Adventure,Animation,Comedy",nm0850733,65000000.0,167500092.0,527079962.0,2018,Jul
Unbroken,Unbroken,"Biography,Drama,Sport",nm0001401,65000000.0,115637895.0,163527824.0,2014,Dec
Unbroken,Unbroken,Drama,nm10725766,65000000.0,115637895.0,163527824.0,2014,Dec
Due Date,Due Date,"Adventure,Comedy",nm0680846,65000000.0,100539043.0,211739043.0,2010,Nov
Annie,Annie,"Biography,Documentary",nm7401635,65000000.0,85911262.0,139829625.0,2014,Dec
Annie,Annie,"Comedy,Drama,Family",nm0323239,65000000.0,85911262.0,139829625.0,2014,Dec
Annie,Annie,"Comedy,Musical",nm9040496,65000000.0,85911262.0,139829625.0,2014,Dec
Annie,Annie,Documentary,nm1162635,65000000.0,85911262.0,139829625.0,2014,Dec
Annie,Annie,"Drama,Romance",nm3249809,65000000.0,85911262.0,139829625.0,2014,Dec
The Dictator,The Dictator,Comedy,nm0153078,65000000.0,59650222.0,180148897.0,2012,May
This Means War,This Means War,"Action,Comedy,Romance",nm0629334,65000000.0,54760791.0,156974557.0,2012,Feb
Focus,Focus,Comedy,nm5703519,65000000.0,53862963.0,168065700.0,2015,Feb
Focus,Focus,"Comedy,Crime,Drama","nm0720135,nm0275629",65000000.0,53862963.0,168065700.0,2015,Feb
